2021-05-02 19:13,35,4.0,3.0,3.0,25
2021-05-02 10:17,40,4.0,4.0,4.0,
2021-05-02 09:52,45,4.5,3.5,4.0,25
2021-05-02 00:02,50,5.0,3.5,3.5,
2021-05-01 22:20,50,5.0,0.5,0.5,
2021-05-01 20:21,50,5.0,5.0,5.0,
2021-05-01 19:23,30,3.0,3.0,4.0,
2021-05-01 16:52,45,4.5,4.0,5.0,24
2021-05-01 14:48,30,3.5,2.0,3.0,
2021-05-01 14:15,50,5.0,5.0,5.0,
2021-05-01 12:00,45,4.5,4.5,4.5,
2021-05-01 11:40,35,4.0,3.0,4.0,50
2021-05-01 11:35,50,5.0,5.0,5.0,
2021-05-01 01:08,40,4.0,3.5,3.5,
2021-04-30 22:31,40,4.0,4.0,4.0,
2021-04-30 21:55,45,5.0,4.0,4.5,
2021-04-30 10:55,35,3.5,3.5,3.5,40
2021-04-30 10:50,50,5.0,5.0,5.0,50
2021-04-30 10:45,50,5.0,5.0,5.0,
2021-04-29 13:36,45,5.0,4.0,4.5,48
2021-04-29 21:57,45,4.5,3.5,3.5,
2021-04-29 20:36,50,5.0,5.0,5.0,
2021-04-29 18:27,45,4.5,3.5,4.0,
2021-04-29 16:57,40,4.0,4.0,4.0,
2021-04-29 10:40,45,4.5,3.5,3.5,
2021-04-28 18:56,35,3.5,4.5,4.5,
2021-04-28 08:21,50,5.0,3.0,4.5,42
2021-04-27 23:42,45,4.5,4.5,4.5,48
2021-04-27 23:30,50,5.0,4.5,4.5,
2021-04-27 22:41,45,5.0,1.5,3.0,
2021-04-27 21:18,50,5.0,5.0,5.0,50
2021-04-27 21:04,45,5.0,4.0,4.5,40
2021-04-27 20:23,50,5.0,5.0,5.0,
2021-04-27 19:49,40,4.0,2.5,4.0,
2021-04-27 15:48,45,4.5,4.5,4.0,
2021-04-27 13:11,50,5.0,5.0,5.0,
2021-04-27 10:58,45,4.5,3.5,4.5,
2021-04-27 08:54,45,4.0,4.0,4.0,25
2021-04-26 22:55,45,5.0,4.0,4.0,
2021-04-26 19:21,35,3.5,3.5,3.5,
2021-04-26 16:05,45,4.5,4.0,4.5,
2021-04-26 13:05,45,5.0,3.0,3.0,
2021-04-26 11:22,50,5.0,5.0,5.0,50
2021-04-25 21:38,35,3.5,3.5,3.5,
2021-04-25 20:02,40,4.0,3.5,4.5,
2021-04-25 16:35,45,4.5,4.5,5.0,
2021-04-24 21:36,45,5.0,3.5,5.0,30
2021-04-24 19:28,40,4.0,3.5,4.5,
2021-04-24 16:14,5,0.5,0.5,0.5,
2021-04-24 14:54,40,4.0,4.0,4.0,
2021-04-24 14:09,45,4.5,4.5,4.5,35
2021-04-23 21:22,50,5.0,5.0,5.0,40
2021-04-23 20:59,40,4.0,3.0,4.5,28
2021-04-23 19:20,45,4.5,4.5,4.5,
2021-04-23 18:33,45,4.5,4.5,5.0,
2021-04-23 17:57,45,4.5,4.5,4.5,
2021-04-23 16:45,50,5.0,5.0,5.0,
2021-04-23 14:50,45,4.5,4.5,4.5,38
2021-04-23 14:31,45,5.0,3.0,5.0,30
2021-04-23 13:49,35,3.5,2.5,3.5,42
2021-04-23 10:53,50,5.0,3.5,5.0,30
2021-04-23 00:29,50,5.0,4.5,4.5,26
2021-04-22 23:34,45,4.5,4.0,5.0,
2021-04-22 12:57,30,3.5,2.0,4.0,35
2021-04-22 11:29,45,5.0,3.0,5.0,
2021-04-22 11:07,40,4.0,4.0,4.0,
2021-04-22 00:09,40,5.0,3.5,3.5,
2021-04-21 23:33,50,5.0,5.0,5.0,25
2021-04-21 23:17,35,4.0,1.5,3.0,
2021-04-21 21:09,50,5.0,4.0,5.0,60
2021-04-21 20:37,45,4.0,4.0,4.0,
2021-04-21 10:17,45,4.5,3.5,3.5,
2021-04-20 22:01,50,5.0,5.0,5.0,
2021-04-20 21:52,50,5.0,3.5,4.5,40
2021-04-20 19:12,50,5.0,4.5,4.5,
2021-04-20 15:27,45,4.5,2.5,3.0,50
2021-04-20 13:19,50,5.0,5.0,5.0,30
2021-04-20 13:14,50,4.5,4.5,5.0,
2021-04-19 21:49,45,5.0,3.5,4.5,40
2021-04-19 21:49,30,4.0,4.0,4.0,
2021-04-19 16:27,35,3.5,3.0,3.0,
2021-04-19 16:18,35,3.5,3.0,4.0,30
2021-04-19 04:27,35,4.0,3.0,3.0,30
2021-04-19 01:37,50,5.0,4.0,5.0,
2021-04-18 22:31,45,4.5,4.5,4.5,
2021-04-18 12:39,45,4.5,3.5,4.0,
2021-04-17 22:18,40,4.0,4.0,4.0,
2021-04-17 19:14,30,2.5,3.0,3.5,28
2021-04-17 18:05,45,4.5,4.5,4.5,40
2021-04-17 17:45,40,4.5,3.5,3.5,
2021-04-17 14:04,45,4.5,3.5,5.0,
2021-04-17 12:30,40,4.5,2.5,2.5,60
2021-04-17 00:31,45,4.5,4.0,5.0,
2021-04-16 15:49,40,4.5,3.5,5.0,
2021-04-16 14:54,50,5.0,5.0,5.0,32
2021-04-16 09:51,45,5.0,4.0,4.0,
2021-04-16 09:38,45,5.0,4.5,4.5,
2021-04-16 09:10,50,5.0,4.0,4.5,
2021-04-15 22:04,30,3.5,3.0,3.5,30
2021-04-15 16:50,45,4.5,3.5,2.5,70
2021-04-15 14:38,45,4.5,4.5,4.5,
2021-04-15 12:37,45,5.0,4.0,4.0,
2021-04-15 11:10,40,4.0,4.0,4.0,25
2021-04-15 10:10,45,4.5,4.5,4.5,25
2021-04-15 00:16,40,4.0,4.0,5.0,50
2021-04-14 23:32,40,4.5,4.0,4.0,35
2021-04-14 21:42,40,4.0,3.5,3.5,
2021-04-14 20:30,10,2.0,3.0,3.0,30
2021-04-14 20:24,50,4.5,4.5,4.5,30
2021-04-14 17:44,50,5.0,4.5,4.5,
2021-04-14 16:59,45,5.0,3.5,4.5,60
2021-04-14 16:31,40,4.0,4.0,4.0,50
2021-04-14 13:53,50,5.0,5.0,5.0,
2021-04-14 11:18,40,3.5,2.5,2.5,
2021-04-14 10:01,50,4.5,4.0,4.0,45
2021-04-13 21:50,45,4.0,4.5,4.5,58
2021-04-13 20:03,45,4.5,4.5,4.5,
2021-04-13 18:30,45,4.5,4.5,5.0,40
2021-04-13 15:43,30,4.0,1.0,2.0,35
2021-04-13 10:58,45,5.0,4.0,4.0,
2021-04-13 10:20,45,4.5,4.0,4.0,60
2021-04-12 23:14,45,4.5,4.0,4.0,45
2021-04-12 17:22,30,3.5,2.5,3.5,
2021-04-12 10:12,45,4.5,4.5,4.5,28
2021-04-11 22:10,45,4.5,4.0,4.0,28
2021-04-11 22:07,35,3.0,3.5,3.0,
2021-04-11 18:56,45,4.5,4.5,4.5,
2021-04-11 17:35,50,5.0,4.0,5.0,
2021-04-11 08:24,15,2.5,1.5,4.0,
2021-04-10 23:53,40,4.0,3.0,4.0,34
2021-04-10 22:48,40,4.0,4.0,4.0,50
2021-04-10 20:33,50,5.0,5.0,5.0,
2021-04-10 18:14,35,3.5,3.5,3.5,30
2021-04-10 17:46,30,3.0,3.0,3.0,35
2021-04-10 17:15,35,3.5,3.5,3.5,
2021-04-10 14:19,45,4.5,4.0,4.0,
2021-04-10 13:06,40,5.0,3.5,4.0,
2021-04-10 12:18,45,4.5,3.5,4.0,
2021-04-10 10:38,50,5.0,4.0,4.0,50
2021-04-09 18:19,45,4.5,4.5,4.5,
2021-04-09 15:54,50,5.0,4.0,4.5,
2021-04-09 14:06,35,4.0,3.0,3.5,
2021-04-09 11:28,40,4.0,3.5,3.5,58
2021-04-08 22:18,45,4.5,4.0,4.5,
2021-04-08 18:22,40,3.5,3.5,4.0,
2021-04-08 15:46,45,4.5,4.5,4.5,20
2021-04-08 14:46,45,5.0,3.0,4.0,
2021-04-08 14:31,45,5.0,4.0,5.0,31
2021-04-08 13:59,50,5.0,5.0,5.0,40
2021-04-08 13:53,45,4.5,4.5,3.5,50
2021-04-08 13:24,50,5.0,3.5,3.0,
2021-04-08 12:09,45,4.5,4.5,4.5,
2021-04-07 23:21,40,4.0,2.5,4.5,
2021-04-07 22:10,50,5.0,3.5,3.5,
2021-04-07 13:34,40,4.5,3.0,3.0,
2021-04-07 14:03,40,4.0,3.5,4.0,70
2021-04-07 09:59,50,5.0,4.5,4.5,32
2021-04-07 08:08,25,2.0,2.0,3.0,
2021-04-06 19:06,45,4.5,3.5,4.0,
2021-04-06 17:41,35,4.0,2.5,2.5,50
